Organ Transplantation Center Service Type Description,OTC Code,Organ Transplantation Center Type,OTC Name,OTC Address,OTC City,ZIP Code,Organ Transplantation Center Telephone Number,Organ Transplantation Center URL,Organ Procurement Organization Provider Number,Organ Procurement Organization Name,Organ Procurement Organization Address,Organ Procurement Organization City,Organ Procurement Organization State Abbreviation,Organ Procurement Organization State Name,Organ Procurement Organization Postal Code,Organ Procurement Organization Telephone Number,Organ Procurement Organization URL,State and County Federal Information Processing Standard Code,County or County Equivalent Federal Information Processing Standard Code,Complete County Name,County Equivalent Name,County Description,HHS Region Code,HHS Region Name,State FIPS Code,State Name,State Abbreviation,U.S. - Mexico Border County Indicator,U.S. - Mexico Border 100 Kilometer Indicator,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text,OTC Service List,Geocoding Artifact Address Primary X Coordinate,Geocoding Artifact Address Primary Y Coordinate,Common Region Code,Common Region Name,Common State Name,Common State Abbreviation,Common State FIPS Code,Common State County FIPS Code,Common County Name,Common City Name with State Abbreviation,Common Congressional District Name,Common Congress Number Text,Common State FIPS Code Congressional District Number,Common Postal Code,Organ Transplantation Center Program URL
Liver,CACL,TX1,Childrens Hospital Los Angeles,4650 W Sunset Blvd,Los Angeles,90027,323-660-2450,http://www.chla.org,05P003,OneLegacy,221 S Figueroa St Ste 500,Los Angeles,CA,California,90012-2526,213-229-5600,http://www.onelegacy.org,6037,37,Los Angeles County,Los Angeles,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Pancreas",-118.2906115,34.09807795,9,Region IX,California,CA,6,6037,"Los Angeles County, CA","Los Angeles, CA",California District 28,115,628,90027,https://www.srtr.org/transplant-centers/childrens-hospital-los-angeles-cacl/
Intestine,CACL,TX1,Childrens Hospital Los Angeles,4650 W Sunset Blvd,Los Angeles,90027,323-660-2450,http://www.chla.org,05P003,OneLegacy,221 S Figueroa St Ste 500,Los Angeles,CA,California,90012-2526,213-229-5600,http://www.onelegacy.org,6037,37,Los Angeles County,Los Angeles,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Pancreas",-118.2906115,34.09807795,9,Region IX,California,CA,6,6037,"Los Angeles County, CA","Los Angeles, CA",California District 28,115,628,90027,https://www.srtr.org/transplant-centers/childrens-hospital-los-angeles-cacl/
Heart,CACL,TX1,Childrens Hospital Los Angeles,4650 W Sunset Blvd,Los Angeles,90027,323-660-2450,http://www.chla.org,05P003,OneLegacy,221 S Figueroa St Ste 500,Los Angeles,CA,California,90012-2526,213-229-5600,http://www.onelegacy.org,6037,37,Los Angeles County,Los Angeles,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Pancreas",-118.2906115,34.09807795,9,Region IX,California,CA,6,6037,"Los Angeles County, CA","Los Angeles, CA",California District 28,115,628,90027,https://www.srtr.org/transplant-centers/childrens-hospital-los-angeles-cacl/
Kidney,CACS,TX1,Cedars-Sinai Medical Center,8700 Beverly Blvd,West Hollywood,90048,310-423-5000,http://www.csmc.edu/,05P003,OneLegacy,221 S Figueroa St Ste 500,Los Angeles,CA,California,90012-2526,213-229-5600,http://www.onelegacy.org,6037,37,Los Angeles County,Los Angeles,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung",-118.3805615,34.07681049,9,Region IX,California,CA,6,6037,"Los Angeles County, CA","West Hollywood, CA",California District 28,115,628,90048,https://www.srtr.org/transplant-centers/cedars-sinai-medical-center-cacs/
Liver,CACS,TX1,Cedars-Sinai Medical Center,8700 Beverly Blvd,West Hollywood,90048,310-423-5000,http://www.csmc.edu/,05P003,OneLegacy,221 S Figueroa St Ste 500,Los Angeles,CA,California,90012-2526,213-229-5600,http://www.onelegacy.org,6037,37,Los Angeles County,Los Angeles,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung",-118.3805615,34.07681049,9,Region IX,California,CA,6,6037,"Los Angeles County, CA","West Hollywood, CA",California District 28,115,628,90048,https://www.srtr.org/transplant-centers/cedars-sinai-medical-center-cacs/
Heart,CACS,TX1,Cedars-Sinai Medical Center,8700 Beverly Blvd,West Hollywood,90048,310-423-5000,http://www.csmc.edu/,05P003,OneLegacy,221 S Figueroa St Ste 500,Los Angeles,CA,California,90012-2526,213-229-5600,http://www.onelegacy.org,6037,37,Los Angeles County,Los Angeles,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung",-118.3805615,34.07681049,9,Region IX,California,CA,6,6037,"Los Angeles County, CA","West Hollywood, CA",California District 28,115,628,90048,https://www.srtr.org/transplant-centers/cedars-sinai-medical-center-cacs/
Lung,CACS,TX1,Cedars-Sinai Medical Center,8700 Beverly Blvd,West Hollywood,90048,310-423-5000,http://www.csmc.edu/,05P003,OneLegacy,221 S Figueroa St Ste 500,Los Angeles,CA,California,90012-2526,213-229-5600,http://www.onelegacy.org,6037,37,Los Angeles County,Los Angeles,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung",-118.3805615,34.07681049,9,Region IX,California,CA,6,6037,"Los Angeles County, CA","West Hollywood, CA",California District 28,115,628,90048,https://www.srtr.org/transplant-centers/cedars-sinai-medical-center-cacs/
Kidney,CAGH,TX1,Scripps Green Hospital,10666 N Torrey Pines Rd # 200N,La Jolla,92037,858-455-9100,http://www.scripps.org/services/organ-and-cell-transplantation,05P001,Lifesharing - A Donate Life Organization,7436 Mission Valley Rd,San Diego,CA,California,92108-4406,619-543-7225,http://www.lifesharing.org,6073,73,San Diego County,San Diego,County            ,9,Region IX,6,California,CA,Y,Y,10/25/18,10/25/18," Kidney, Liver, Pancreas",-117.2417747,32.89640932,9,Region IX,California,CA,6,6073,"San Diego County, CA","La Jolla, CA",California District 49,115,649,92037,https://www.srtr.org/transplant-centers/scripps-green-hospital-cagh/
Pancreas,CAGH,TX1,Scripps Green Hospital,10666 N Torrey Pines Rd # 200N,La Jolla,92037,858-455-9100,http://www.scripps.org/services/organ-and-cell-transplantation,05P001,Lifesharing - A Donate Life Organization,7436 Mission Valley Rd,San Diego,CA,California,92108-4406,619-543-7225,http://www.lifesharing.org,6073,73,San Diego County,San Diego,County            ,9,Region IX,6,California,CA,Y,Y,10/25/18,10/25/18," Kidney, Liver, Pancreas",-117.2417747,32.89640932,9,Region IX,California,CA,6,6073,"San Diego County, CA","La Jolla, CA",California District 49,115,649,92037,https://www.srtr.org/transplant-centers/scripps-green-hospital-cagh/
Liver,CAGH,TX1,Scripps Green Hospital,10666 N Torrey Pines Rd # 200N,La Jolla,92037,858-455-9100,http://www.scripps.org/services/organ-and-cell-transplantation,05P001,Lifesharing - A Donate Life Organization,7436 Mission Valley Rd,San Diego,CA,California,92108-4406,619-543-7225,http://www.lifesharing.org,6073,73,San Diego County,San Diego,County            ,9,Region IX,6,California,CA,Y,Y,10/25/18,10/25/18," Kidney, Liver, Pancreas",-117.2417747,32.89640932,9,Region IX,California,CA,6,6073,"San Diego County, CA","La Jolla, CA",California District 49,115,649,92037,https://www.srtr.org/transplant-centers/scripps-green-hospital-cagh/
Pancreas Islet,CAHP,TX1,City of Hope National Medical Center,1500 Duarte Rd,Duarte,91010,626-256-4673,http://www.cityofhope.org/home,05P003,OneLegacy,221 S Figueroa St Ste 500,Los Angeles,CA,California,90012-2526,213-229-5600,http://www.onelegacy.org,6037,37,Los Angeles County,Los Angeles,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18, Pancreas Islet,-117.9735599,34.13219254,9,Region IX,California,CA,6,6037,"Los Angeles County, CA","Duarte, CA",California District 32,115,632,91010,https://www.cityofhope.org/homepage
Kidney,CAIM,TX1,University of California Irvine Medical Center,101 The City Dr S,Orange,92868,714-456-6011,http://www.ucirvinehealth.org/medical-services/transplant,05P003,OneLegacy,221 S Figueroa St Ste 500,Los Angeles,CA,California,90012-2526,213-229-5600,http://www.onelegacy.org,6059,59,Orange County,Orange,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Kidney, Pancreas",-117.890709,33.78700854,9,Region IX,California,CA,6,6059,"Orange County, CA","Orange, CA",California District 46,115,646,92868,https://www.srtr.org/transplant-centers/university-of-california-irvine-medical-center-caim/
Pancreas,CAIM,TX1,University of California Irvine Medical Center,101 The City Dr S,Orange,92868,714-456-6011,http://www.ucirvinehealth.org/medical-services/transplant,05P003,OneLegacy,221 S Figueroa St Ste 500,Los Angeles,CA,California,90012-2526,213-229-5600,http://www.onelegacy.org,6059,59,Orange County,Orange,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Kidney, Pancreas",-117.890709,33.78700854,9,Region IX,California,CA,6,6059,"Orange County, CA","Orange, CA",California District 46,115,646,92868,https://www.srtr.org/transplant-centers/university-of-california-irvine-medical-center-caim/
Kidney,CALA,TX1,Harbor UCLA Medical Center,1000 W Carson St,Torrance,90502,310-222-2345,http://www.harbor-ucla.org/,05P003,OneLegacy,221 S Figueroa St Ste 500,Los Angeles,CA,California,90012-2526,213-229-5600,http://www.onelegacy.org,6037,37,Los Angeles County,Los Angeles,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Kidney, Pancreas Islet",-118.293532,33.83154754,9,Region IX,California,CA,6,6037,"Los Angeles County, CA","Torrance, CA",California District 43,115,643,90502,https://www.srtr.org/transplant-centers/harbor-ucla-medical-center-cala/
Pancreas Islet,CALA,TX1,Harbor UCLA Medical Center,1000 W Carson St,Torrance,90502,310-222-2345,http://www.harbor-ucla.org/,05P003,OneLegacy,221 S Figueroa St Ste 500,Los Angeles,CA,California,90012-2526,213-229-5600,http://www.onelegacy.org,6037,37,Los Angeles County,Los Angeles,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Kidney, Pancreas Islet",-118.293532,33.83154754,9,Region IX,California,CA,6,6037,"Los Angeles County, CA","Torrance, CA",California District 43,115,643,90502,https://www.srtr.org/transplant-centers/harbor-ucla-medical-center-cala/
Kidney,CALL,TX1,Loma Linda University Medical Center,Barton Rd,Loma Linda,92354,909-558-3636,http://www.lomalindahealth.org/medical-center/our-services/transplantation/index.html,05P003,OneLegacy,221 S Figueroa St Ste 500,Los Angeles,CA,California,90012-2526,213-229-5600,http://www.onelegacy.org,6071,71,San Bernardino County,San Bernardino,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-117.2512844,34.04806351,9,Region IX,California,CA,6,6071,"San Bernardino County, CA","Loma Linda, CA",California District 31,115,631,92354,https://www.srtr.org/transplant-centers/loma-linda-university-medical-center-call/
Pancreas,CALL,TX1,Loma Linda University Medical Center,Barton Rd,Loma Linda,92354,909-558-3636,http://www.lomalindahealth.org/medical-center/our-services/transplantation/index.html,05P003,OneLegacy,221 S Figueroa St Ste 500,Los Angeles,CA,California,90012-2526,213-229-5600,http://www.onelegacy.org,6071,71,San Bernardino County,San Bernardino,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-117.2512844,34.04806351,9,Region IX,California,CA,6,6071,"San Bernardino County, CA","Loma Linda, CA",California District 31,115,631,92354,https://www.srtr.org/transplant-centers/loma-linda-university-medical-center-call/
Liver,CALL,TX1,Loma Linda University Medical Center,Barton Rd,Loma Linda,92354,909-558-3636,http://www.lomalindahealth.org/medical-center/our-services/transplantation/index.html,05P003,OneLegacy,221 S Figueroa St Ste 500,Los Angeles,CA,California,90012-2526,213-229-5600,http://www.onelegacy.org,6071,71,San Bernardino County,San Bernardino,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-117.2512844,34.04806351,9,Region IX,California,CA,6,6071,"San Bernardino County, CA","Loma Linda, CA",California District 31,115,631,92354,https://www.srtr.org/transplant-centers/loma-linda-university-medical-center-call/
Heart,CALL,TX1,Loma Linda University Medical Center,Barton Rd,Loma Linda,92354,909-558-3636,http://www.lomalindahealth.org/medical-center/our-services/transplantation/index.html,05P003,OneLegacy,221 S Figueroa St Ste 500,Los Angeles,CA,California,90012-2526,213-229-5600,http://www.onelegacy.org,6071,71,San Bernardino County,San Bernardino,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-117.2512844,34.04806351,9,Region IX,California,CA,6,6071,"San Bernardino County, CA","Loma Linda, CA",California District 31,115,631,92354,https://www.srtr.org/transplant-centers/loma-linda-university-medical-center-call/
Kidney,CAMB,TX1,UCSF Medical Center at Mission Bay,1975 4th St,San Francisco,94143,475-476-2423,http://www.ucsfhealth.org,05P005,Donor Network West,12667 Alcosta Blvd Ste 500,San Ramon,CA,California,94583-4427,888-570-9400,http://www.donornetworkwest.org/,6075,75,San Francisco County,San Francisco,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-122.3904234,37.76522187,9,Region IX,California,CA,6,6075,"San Francisco County, CA","San Francisco, CA",California District 12,115,612,94143,https://www.srtr.org/transplant-centers/ucsf-medical-center-at-mission-bay-camb/
Pancreas,CAMB,TX1,UCSF Medical Center at Mission Bay,1975 4th St,San Francisco,94143,475-476-2423,http://www.ucsfhealth.org,05P005,Donor Network West,12667 Alcosta Blvd Ste 500,San Ramon,CA,California,94583-4427,888-570-9400,http://www.donornetworkwest.org/,6075,75,San Francisco County,San Francisco,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-122.3904234,37.76522187,9,Region IX,California,CA,6,6075,"San Francisco County, CA","San Francisco, CA",California District 12,115,612,94143,https://www.srtr.org/transplant-centers/ucsf-medical-center-at-mission-bay-camb/
Liver,CAMB,TX1,UCSF Medical Center at Mission Bay,1975 4th St,San Francisco,94143,475-476-2423,http://www.ucsfhealth.org,05P005,Donor Network West,12667 Alcosta Blvd Ste 500,San Ramon,CA,California,94583-4427,888-570-9400,http://www.donornetworkwest.org/,6075,75,San Francisco County,San Francisco,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-122.3904234,37.76522187,9,Region IX,California,CA,6,6075,"San Francisco County, CA","San Francisco, CA",California District 12,115,612,94143,https://www.srtr.org/transplant-centers/ucsf-medical-center-at-mission-bay-camb/
Heart,CAMB,TX1,UCSF Medical Center at Mission Bay,1975 4th St,San Francisco,94143,475-476-2423,http://www.ucsfhealth.org,05P005,Donor Network West,12667 Alcosta Blvd Ste 500,San Ramon,CA,California,94583-4427,888-570-9400,http://www.donornetworkwest.org/,6075,75,San Francisco County,San Francisco,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-122.3904234,37.76522187,9,Region IX,California,CA,6,6075,"San Francisco County, CA","San Francisco, CA",California District 12,115,612,94143,https://www.srtr.org/transplant-centers/ucsf-medical-center-at-mission-bay-camb/
Kidney,CAPC,TX1,Lucile Salter Packard Children's Hospital at Stanford,725 Welch Rd,Palo Alto,94304,650-497-8000,http://www.lpch.org,05P005,Donor Network West,12667 Alcosta Blvd Ste 500,San Ramon,CA,California,94583-4427,888-570-9400,http://www.donornetworkwest.org/,6085,85,Santa Clara County,Santa Clara,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-122.1747674,37.43729902,9,Region IX,California,CA,6,6085,"Santa Clara County, CA","Palo Alto, CA",California District 18,115,618,94304,https://www.srtr.org/transplant-centers/lucile-salter-packard-childrens-hospital-at-stanford-capc/
Pancreas,CAPC,TX1,Lucile Salter Packard Children's Hospital at Stanford,725 Welch Rd,Palo Alto,94304,650-497-8000,http://www.lpch.org,05P005,Donor Network West,12667 Alcosta Blvd Ste 500,San Ramon,CA,California,94583-4427,888-570-9400,http://www.donornetworkwest.org/,6085,85,Santa Clara County,Santa Clara,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-122.1747674,37.43729902,9,Region IX,California,CA,6,6085,"Santa Clara County, CA","Palo Alto, CA",California District 18,115,618,94304,https://www.srtr.org/transplant-centers/lucile-salter-packard-childrens-hospital-at-stanford-capc/
Liver,CAPC,TX1,Lucile Salter Packard Children's Hospital at Stanford,725 Welch Rd,Palo Alto,94304,650-497-8000,http://www.lpch.org,05P005,Donor Network West,12667 Alcosta Blvd Ste 500,San Ramon,CA,California,94583-4427,888-570-9400,http://www.donornetworkwest.org/,6085,85,Santa Clara County,Santa Clara,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-122.1747674,37.43729902,9,Region IX,California,CA,6,6085,"Santa Clara County, CA","Palo Alto, CA",California District 18,115,618,94304,https://www.srtr.org/transplant-centers/lucile-salter-packard-childrens-hospital-at-stanford-capc/
Intestine,CAPC,TX1,Lucile Salter Packard Children's Hospital at Stanford,725 Welch Rd,Palo Alto,94304,650-497-8000,http://www.lpch.org,05P005,Donor Network West,12667 Alcosta Blvd Ste 500,San Ramon,CA,California,94583-4427,888-570-9400,http://www.donornetworkwest.org/,6085,85,Santa Clara County,Santa Clara,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-122.1747674,37.43729902,9,Region IX,California,CA,6,6085,"Santa Clara County, CA","Palo Alto, CA",California District 18,115,618,94304,https://www.srtr.org/transplant-centers/lucile-salter-packard-childrens-hospital-at-stanford-capc/
Heart,CAPC,TX1,Lucile Salter Packard Children's Hospital at Stanford,725 Welch Rd,Palo Alto,94304,650-497-8000,http://www.lpch.org,05P005,Donor Network West,12667 Alcosta Blvd Ste 500,San Ramon,CA,California,94583-4427,888-570-9400,http://www.donornetworkwest.org/,6085,85,Santa Clara County,Santa Clara,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-122.1747674,37.43729902,9,Region IX,California,CA,6,6085,"Santa Clara County, CA","Palo Alto, CA",California District 18,115,618,94304,https://www.srtr.org/transplant-centers/lucile-salter-packard-childrens-hospital-at-stanford-capc/
Lung,CAPC,TX1,Lucile Salter Packard Children's Hospital at Stanford,725 Welch Rd,Palo Alto,94304,650-497-8000,http://www.lpch.org,05P005,Donor Network West,12667 Alcosta Blvd Ste 500,San Ramon,CA,California,94583-4427,888-570-9400,http://www.donornetworkwest.org/,6085,85,Santa Clara County,Santa Clara,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-122.1747674,37.43729902,9,Region IX,California,CA,6,6085,"Santa Clara County, CA","Palo Alto, CA",California District 18,115,618,94304,https://www.srtr.org/transplant-centers/lucile-salter-packard-childrens-hospital-at-stanford-capc/
Kidney,CAPM,TX1,California Pacific Medical Center,2333 Buchanan St,San Francisco,94115,415-600-1000,http://www.cpmc.org/advanced/transplant,05P005,Donor Network West,12667 Alcosta Blvd Ste 500,San Ramon,CA,California,94583-4427,888-570-9400,http://www.donornetworkwest.org/,6075,75,San Francisco County,San Francisco,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-122.4308562,37.79067725,9,Region IX,California,CA,6,6075,"San Francisco County, CA","San Francisco, CA",California District 12,115,612,94115,https://www.srtr.org/transplant-centers/california-pacific-medical-center-capm/
Pancreas,CAPM,TX1,California Pacific Medical Center,2333 Buchanan St,San Francisco,94115,415-600-1000,http://www.cpmc.org/advanced/transplant,05P005,Donor Network West,12667 Alcosta Blvd Ste 500,San Ramon,CA,California,94583-4427,888-570-9400,http://www.donornetworkwest.org/,6075,75,San Francisco County,San Francisco,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-122.4308562,37.79067725,9,Region IX,California,CA,6,6075,"San Francisco County, CA","San Francisco, CA",California District 12,115,612,94115,https://www.srtr.org/transplant-centers/california-pacific-medical-center-capm/
Liver,CAPM,TX1,California Pacific Medical Center,2333 Buchanan St,San Francisco,94115,415-600-1000,http://www.cpmc.org/advanced/transplant,05P005,Donor Network West,12667 Alcosta Blvd Ste 500,San Ramon,CA,California,94583-4427,888-570-9400,http://www.donornetworkwest.org/,6075,75,San Francisco County,San Francisco,County            ,9,Region IX,6,California,CA,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-122.4308562,37.79067725,9,Region IX,California,CA,6,6075,"San Francisco County, CA","San Francisco, CA",California District 12,115,612,94115,https://www.srtr.org/transplant-centers/california-pacific-medical-center-capm/
